source_row_id,declared_language,detected_language,language_confidence,manual_language,final_language,language_label_corrected,final_non_target_language,language_decision_source,language_scope_status
508,de,en,0.9999968820168128,,en,True,False,automatic_detection,de_en_label_mismatch_retained
514,de,en,0.999998734074111,,en,True,False,automatic_detection,de_en_label_mismatch_retained
543,de,en,0.9999960857541987,,en,True,False,automatic_detection,de_en_label_mismatch_retained
544,de,en,0.9999949517097403,,en,True,False,automatic_detection,de_en_label_mismatch_retained
557,de,en,0.9999976742571428,,en,True,False,automatic_detection,de_en_label_mismatch_retained
558,de,en,0.9999950005445144,,en,True,False,automatic_detection,de_en_label_mismatch_retained
569,de,en,0.9999971776824209,,en,True,False,automatic_detection,de_en_label_mismatch_retained
571,de,en,0.9999976125111099,,en,True,False,automatic_detection,de_en_label_mismatch_retained
592,de,en,0.9999975004779049,,en,True,False,automatic_detection,de_en_label_mismatch_retained
595,de,en,0.9999958340999611,,en,True,False,automatic_detection,de_en_label_mismatch_retained
598,de,en,0.9999969385052412,,en,True,False,automatic_detection,de_en_label_mismatch_retained
606,de,en,0.9999962219097127,en,en,True,False,manual_review,target_language_confirmed_manually
623,de,en,0.9999944921224136,,en,True,False,automatic_detection,de_en_label_mismatch_retained
635,de,en,0.9999964003145743,,en,True,False,automatic_detection,de_en_label_mismatch_retained
650,de,en,0.9999961674705599,,en,True,False,automatic_detection,de_en_label_mismatch_retained
662,de,en,0.9999966932511366,,en,True,False,automatic_detection,de_en_label_mismatch_retained
664,de,en,0.9999979276804952,,en,True,False,automatic_detection,de_en_label_mismatch_retained
703,de,en,0.9999950215957236,,en,True,False,automatic_detection,de_en_label_mismatch_retained
713,de,en,0.9999973268256734,,en,True,False,automatic_detection,de_en_label_mismatch_retained
722,de,en,0.9999968876300778,,en,True,False,automatic_detection,de_en_label_mismatch_retained
728,de,en,0.9999973630491154,,en,True,False,automatic_detection,de_en_label_mismatch_retained
729,de,en,0.9999978847328268,,en,True,False,automatic_detection,de_en_label_mismatch_retained
739,de,en,0.9999973476170666,,en,True,False,automatic_detection,de_en_label_mismatch_retained
756,de,en,0.9999972383985818,,en,True,False,automatic_detection,de_en_label_mismatch_retained
778,de,en,0.999996601257609,,en,True,False,automatic_detection,de_en_label_mismatch_retained
800,de,en,0.9999956034431103,,en,True,False,automatic_detection,de_en_label_mismatch_retained
808,de,en,0.9999966827837825,,en,True,False,automatic_detection,de_en_label_mismatch_retained
818,de,en,0.9999959350811256,,en,True,False,automatic_detection,de_en_label_mismatch_retained
819,de,en,0.9999970463419027,,en,True,False,automatic_detection,de_en_label_mismatch_retained
826,de,en,0.9999960413414031,,en,True,False,automatic_detection,de_en_label_mismatch_retained
857,de,en,0.9999963793552898,en,en,True,False,manual_review,target_language_confirmed_manually
879,de,en,0.9999964617066327,,en,True,False,automatic_detection,de_en_label_mismatch_retained
898,de,en,0.9999966098282542,,en,True,False,automatic_detection,de_en_label_mismatch_retained
899,de,en,0.9999955269803765,,en,True,False,automatic_detection,de_en_label_mismatch_retained
905,de,en,0.999996730096484,,en,True,False,automatic_detection,de_en_label_mismatch_retained
929,de,en,0.9999968512076707,,en,True,False,automatic_detection,de_en_label_mismatch_retained
932,de,en,0.9999959361812853,,en,True,False,automatic_detection,de_en_label_mismatch_retained
984,de,en,0.9999959538559812,,en,True,False,automatic_detection,de_en_label_mismatch_retained
988,de,en,0.9999972440668895,,en,True,False,automatic_detection,de_en_label_mismatch_retained
992,de,en,0.9999970128201556,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1005,de,en,0.9999958205163805,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1016,de,en,0.9999971856883569,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1035,de,en,0.999997347914025,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1036,de,en,0.999997235832046,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1041,de,en,0.9999965558701149,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1042,de,en,0.9999965746015926,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1060,de,en,0.999996302563829,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1107,de,en,0.9999979740573135,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1119,de,en,0.9999972908765947,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1131,de,en,0.9999967743050795,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1156,de,en,0.9999951574817654,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1157,de,en,0.9999963501860964,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1169,en,fr,0.5714265487808022,,en,False,False,declared_label_fallback_uncertain_detection,language_detection_uncertain
1186,de,en,0.9999952980561987,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1188,de,en,0.9999956213982277,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1204,de,en,0.9999964370377183,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1206,de,en,0.9999976257042903,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1208,de,en,0.9999961562552407,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1224,de,en,0.9999978261669822,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1244,de,en,0.9999951200429701,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1246,de,en,0.9999967484049685,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1255,de,en,0.9999939199423569,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1272,de,en,0.9999953823415897,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1277,de,en,0.9999976599737681,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1284,de,en,0.9999977301124897,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1293,de,en,0.9999980595197422,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1322,de,en,0.9999985261629843,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1324,de,en,0.9999974615615941,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1328,de,en,0.9999969552212229,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1337,de,en,0.9999944793590618,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1341,de,en,0.9999961987778219,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1344,de,en,0.9999969645604578,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1347,de,en,0.9999974169829446,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1366,de,en,0.9999969371332225,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1378,de,en,0.9999956488567011,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1382,de,en,0.9999961770942363,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1402,de,en,0.9999974516750025,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1426,de,en,0.9999970090915833,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1428,de,en,0.9999968764134017,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1431,de,en,0.9999971914505691,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1433,de,en,0.9999968484858861,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1439,de,en,0.9999969992845471,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1442,de,en,0.9999963034173099,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1451,de,en,0.999998185443645,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1452,de,en,0.9999962639629815,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1453,de,en,0.9999982514990846,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1479,de,en,0.9999979053744428,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1483,de,en,0.9999940615236151,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1484,de,en,0.9999948578097331,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1485,de,en,0.9999976187253603,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1494,de,en,0.999997221889928,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1499,de,en,0.9999971555801617,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1500,de,en,0.9999978989093921,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1510,de,en,0.9999971915488541,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1536,de,en,0.9999970116947382,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1537,de,en,0.9999949808333173,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1545,de,en,0.9999959542194005,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1550,de,en,0.9999946133609898,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1571,de,en,0.9999978484016908,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1574,de,en,0.9999971751545425,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1578,de,en,0.9999968574610066,en,en,True,False,manual_review,target_language_confirmed_manually
1591,de,en,0.9999970429339605,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1599,de,en,0.9999972477344516,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1601,de,en,0.9999961388560671,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1607,de,en,0.9999960470148287,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1618,de,en,0.9999966009859724,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1642,de,it,0.4289349381403187,,de,False,False,declared_label_fallback_uncertain_detection,language_detection_uncertain
1645,de,en,0.9999954529858031,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1652,de,en,0.9999971021068226,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1662,de,en,0.9999958343312204,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1673,de,en,0.999995941343732,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1679,de,en,0.9999954243680091,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1699,de,en,0.9999955390723199,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1717,de,en,0.9999977995419236,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1719,de,en,0.9999981432414087,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1742,de,en,0.9999976541243965,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1756,de,en,0.9999967213641723,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1761,de,en,0.9999954118826611,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1781,de,en,0.9999961216720789,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1789,de,en,0.9999948672413104,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1803,de,en,0.9999970570525225,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1816,de,en,0.9999979583716998,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1823,de,en,0.999993811295715,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1827,de,en,0.9999950982874002,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1837,de,en,0.999993547755354,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1845,de,en,0.9999966549030398,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1857,de,en,0.9999961923751627,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1869,en,en,0.5714275689429917,,en,False,False,declared_label_fallback_uncertain_detection,language_detection_uncertain
1873,de,en,0.9999953001221483,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1882,de,en,0.9999976773418823,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1893,de,en,0.9999967290520514,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1901,de,en,0.9999963735431971,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1903,de,en,0.9999961662478438,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1910,de,en,0.9999963830235552,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1917,de,en,0.999997423514382,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1956,de,en,0.9999964807286866,,en,True,False,automatic_detection,de_en_label_mismatch_retained
1985,de,en,0.9999970511337423,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2005,de,en,0.9999968663699774,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2009,de,en,0.9999967666640042,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2018,de,en,0.9999965192997787,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2019,de,en,0.9999947736713596,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2033,de,en,0.999996756013422,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2037,de,en,0.9999980896672442,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2040,de,en,0.9999955146232439,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2044,de,en,0.9999970782275835,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2052,de,en,0.9999974576855055,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2072,de,en,0.9999991457490389,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2096,de,en,0.9999967069627728,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2112,de,en,0.9999975500114426,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2117,de,en,0.9999971674692079,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2118,de,en,0.9999966106851174,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2140,de,en,0.9999971258517174,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2144,de,en,0.9999956341988904,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2159,de,en,0.9999959272686203,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2160,de,en,0.9999972429352026,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2187,de,en,0.9999974038946672,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2193,de,en,0.9999961379682519,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2199,de,en,0.999995926875657,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2204,de,en,0.9999981290079546,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2219,de,en,0.9999968146119195,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2220,de,en,0.9999953777383989,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2223,de,en,0.9999966596651854,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2250,de,en,0.9999962343589306,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2276,de,en,0.9999960412507336,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2285,de,en,0.9999960656003378,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2293,de,es,0.9999976061113304,es,de,False,True,excluded_non_target_language,non_target_language_confirmed_manually
2310,de,en,0.9999982049197679,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2345,de,en,0.99999747729405,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2358,de,en,0.9999962050559493,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2365,de,en,0.9999966835106263,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2366,de,en,0.9999945721751176,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2373,de,en,0.9999958390145096,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2381,de,en,0.9999957243565093,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2383,de,en,0.9999961583114987,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2398,de,en,0.9999958703585745,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2399,de,en,0.9999960092296233,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2406,de,en,0.9999970520873442,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2417,de,en,0.9999979945551365,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2427,de,en,0.999995840219688,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2437,de,en,0.9999961675633875,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2450,de,en,0.9999958131957277,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2455,de,en,0.9999944240931733,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2466,de,en,0.9999977312130632,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2468,de,en,0.9999975178772688,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2477,de,en,0.9999979894775606,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2480,de,en,0.9999963174712645,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2490,de,en,0.9999969275349273,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2500,de,en,0.9999972596813729,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2506,de,en,0.9999968261930267,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2523,de,en,0.9999961524259959,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2530,de,en,0.9999975801920438,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2531,de,en,0.9999963001469229,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2551,de,en,0.9999953322147856,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2558,de,en,0.999997178014344,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2570,de,en,0.999993250548154,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2571,de,en,0.9999969531771885,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2575,de,en,0.9999957494705645,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2592,de,en,0.9999958712602984,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2596,de,en,0.9999968535165689,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2599,de,en,0.9999979754591775,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2604,de,en,0.9999960736042478,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2618,de,en,0.9999973704799813,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2626,de,en,0.9999965352557493,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2659,de,en,0.9999965252854559,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2674,de,en,0.9999972775926492,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2678,de,en,0.9999971680388979,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2682,de,en,0.9999983573327994,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2702,de,en,0.9999956973206896,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2705,de,en,0.9999974155926818,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2716,de,en,0.9999962522739312,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2738,de,en,0.9999950561824267,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2743,de,en,0.9999967585392314,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2755,de,en,0.9999984383880354,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2757,de,en,0.9999967147273799,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2770,de,en,0.9999979920605528,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2771,de,en,0.9999954782366025,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2772,de,en,0.9999968024845753,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2788,de,en,0.9999954522247677,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2794,de,en,0.9999976783770427,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2832,de,en,0.9999954256416304,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2840,de,en,0.999997640354816,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2842,de,en,0.9999963413923173,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2876,de,en,0.9999964861624996,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2888,de,en,0.9999966930614501,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2895,de,en,0.9999971620957286,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2910,de,en,0.8571387685692665,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2919,de,en,0.9999960010418063,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2927,de,en,0.9999972352899342,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2945,de,en,0.9999956469709238,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2952,de,en,0.9999972445297485,,en,True,False,automatic_detection,de_en_label_mismatch_retained
2979,de,en,0.999995416607282,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3006,de,en,0.9999963230361474,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3010,de,en,0.999997067525588,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3023,de,en,0.9999959297841349,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3038,de,en,0.9999970601138487,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3060,de,en,0.9999985025601552,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3067,de,en,0.9999959660475013,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3069,de,en,0.9999951767077594,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3075,de,en,0.9999972787520645,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3085,de,en,0.9999952509109109,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3099,de,en,0.9999975261450258,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3109,de,en,0.9999965282729172,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3128,de,en,0.999996403483235,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3145,de,en,0.9999971123855533,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3146,de,en,0.8571379809228414,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3163,de,en,0.9999983074891525,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3174,de,en,0.9999952405231919,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3177,de,en,0.9999974442570165,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3189,de,en,0.9999968760443758,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3191,de,en,0.9999980148428073,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3229,de,en,0.9999985333667563,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3286,de,en,0.9999974667377354,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3289,de,en,0.9999969500585603,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3292,de,en,0.9999954307841716,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3303,de,en,0.9999973244396426,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3313,de,en,0.9999967063612145,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3318,de,en,0.9999955253363615,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3327,de,en,0.9999962393051166,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3329,de,en,0.999998144757029,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3334,de,en,0.9999959429808427,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3336,de,en,0.9999980394737968,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3342,de,en,0.8571426606955521,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3345,de,en,0.9999962556876051,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3353,de,en,0.9999980940330948,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3358,de,en,0.9999967531652767,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3362,de,en,0.9999977020224492,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3366,de,en,0.9999954510435451,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3367,de,en,0.9999942500438451,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3396,de,en,0.9999965821980207,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3397,de,en,0.9999976538425175,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3399,de,en,0.9999970084283458,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3409,de,en,0.999995379991889,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3415,de,en,0.9999964228060376,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3423,de,en,0.9999965259373502,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3443,de,en,0.9999961793994239,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3449,de,en,0.9999970717548206,,en,True,False,automatic_detection,de_en_label_mismatch_retained
3455,de,en,0.9999962401402027,,en,True,False,automatic_detection,de_en_label_mismatch_retained
