modeling_row_id,sentiment_negative,sentiment_neutral,sentiment_positive
100,0.6427071,0.28643993,0.07085292
101,0.11382215,0.42264557,0.4635323
102,0.9038335,0.08031989,0.015846653
103,0.12256616,0.7461388,0.13129501
104,0.21935235,0.35886526,0.42178237
105,0.13984364,0.5279562,0.33220023
106,0.69875497,0.20571734,0.0955277
107,0.19347298,0.3554329,0.4510941
108,0.81376946,0.14725845,0.038972132
109,0.39879584,0.40944302,0.1917611
110,0.82380533,0.14620808,0.02998661
111,0.06813905,0.5508039,0.381057
112,0.05973333,0.42051503,0.51975167
113,0.78523,0.16942878,0.045341186
114,0.09959254,0.54282343,0.357584
115,0.059480995,0.24365601,0.696863
116,0.4297067,0.5308024,0.039490856
117,0.30693054,0.47250712,0.2205624
118,0.82002074,0.15319262,0.026786666
119,0.3181459,0.48643163,0.19542244
120,0.10556109,0.3987742,0.4956646
121,0.8850881,0.09998462,0.01492736
122,0.4468007,0.33554235,0.21765697
123,0.43734112,0.4197555,0.14290331
124,0.3166516,0.6562102,0.027138148
125,0.13772756,0.745752,0.11652048
126,0.44529405,0.35662916,0.19807674
127,0.48649296,0.47151047,0.04199657
128,0.095336184,0.40893155,0.49573222
129,0.8014495,0.17311814,0.025432378
130,0.20342818,0.46786958,0.32870224
131,0.73259234,0.23921633,0.028191354
132,0.47288308,0.45096257,0.07615437
133,0.1972129,0.46789163,0.33489555
134,0.8785352,0.10042154,0.021043291
135,0.78946424,0.16085419,0.049681503
136,0.27715203,0.65216,0.07068797
137,0.86347884,0.10818706,0.028334163
138,0.6958608,0.24445972,0.059679475
139,0.09761618,0.34929907,0.55308473
140,0.08871963,0.5368116,0.37446883
141,0.6430639,0.2813602,0.075575866
142,0.7095251,0.22313653,0.06733835
143,0.2626161,0.60280305,0.13458085
144,0.5468142,0.39115116,0.062034596
145,0.24985062,0.54845494,0.20169449
146,0.4959423,0.3806027,0.12345498
147,0.34666052,0.6233951,0.029944358
148,0.25227177,0.6042524,0.14347586
149,0.60231197,0.33636126,0.06132673
150,0.7209199,0.24812222,0.030957928
151,0.8284598,0.1276903,0.043849923
152,0.060164474,0.22552383,0.7143117
153,0.84376603,0.13471569,0.021518247
154,0.7991708,0.16741844,0.033410806
155,0.6887421,0.2803214,0.030936576
156,0.85669863,0.12381262,0.019488752
157,0.4000608,0.40438813,0.19555108
158,0.13611448,0.3395674,0.52431816
159,0.41966096,0.41665444,0.16368465
160,0.3444508,0.57906383,0.076485366
161,0.6060458,0.36978093,0.02417331
162,0.288149,0.64834464,0.063506424
163,0.25482914,0.6251004,0.120070495
164,0.2696055,0.484911,0.24548352
165,0.25135544,0.4571014,0.29154316
166,0.18861936,0.6115363,0.19984435
167,0.50785285,0.3890549,0.10309224
168,0.5343014,0.36201814,0.10368045
169,0.09561768,0.2526451,0.6517373
170,0.11409184,0.79714924,0.08875892
171,0.31064904,0.43052813,0.25882292
172,0.83724636,0.14081651,0.021937182
173,0.10892391,0.3741632,0.5169129
174,0.07669094,0.28022912,0.6430799
175,0.32846865,0.6367522,0.034779225
176,0.28117624,0.45303255,0.2657912
177,0.73191935,0.2362464,0.03183426
178,0.08736624,0.8341,0.07853375
179,0.82031333,0.14906107,0.030625593
180,0.3371004,0.3712505,0.29164907
181,0.1109287,0.45646107,0.43261015
182,0.84998447,0.12727894,0.022736661
183,0.6653376,0.28827086,0.04639156
184,0.7880692,0.17542163,0.03650917
185,0.09972778,0.31311905,0.5871532
186,0.37533328,0.58399683,0.040669855
187,0.3324883,0.6324273,0.035084363
188,0.12640184,0.24996471,0.6236335
189,0.11063893,0.33518162,0.55417943
190,0.09922805,0.65048605,0.25028592
191,0.11227841,0.7395535,0.1481681
192,0.6309529,0.29769972,0.07134738
193,0.100246415,0.2632758,0.63647777
194,0.798927,0.17417304,0.026899967
195,0.32039705,0.57590365,0.103699274
196,0.8183355,0.16213085,0.019533684
197,0.3376568,0.4772915,0.18505168
198,0.7048618,0.2746511,0.020487046
199,0.8712745,0.10595226,0.022773204
200,0.82085323,0.15301076,0.026135992
201,0.094893076,0.30195394,0.603153
202,0.7024308,0.2636729,0.03389635
203,0.19409327,0.7540379,0.051868837
204,0.7421816,0.23432639,0.023491938
205,0.13911706,0.6676099,0.19327305
206,0.85282683,0.11463646,0.032536652
207,0.20747653,0.51274973,0.27977377
208,0.25058097,0.45823467,0.29118437
209,0.33705115,0.6322335,0.030715356
210,0.8415578,0.1349596,0.023482572
211,0.7918406,0.1697866,0.03837276
212,0.70878965,0.24361427,0.047596063
213,0.11826796,0.38834944,0.49338263
214,0.096492074,0.5963916,0.30711633
215,0.8583549,0.12190243,0.019742722
216,0.571497,0.33044675,0.09805618
217,0.8435228,0.13536517,0.021112125
218,0.47172016,0.41215637,0.11612346
219,0.32146698,0.6224978,0.056035206
220,0.70420694,0.24608505,0.049708087
221,0.22929215,0.5189241,0.2517837
222,0.110593885,0.28089967,0.60850644
223,0.52800256,0.44421628,0.027781276
224,0.915914,0.06796477,0.016121192
225,0.11264601,0.5532096,0.33414432
226,0.18398489,0.654611,0.16140413
227,0.28989124,0.29433694,0.41577178
228,0.085319586,0.3605983,0.5540821
229,0.64600974,0.3305246,0.023465669
230,0.58545667,0.30147976,0.11306354
231,0.08700588,0.5020271,0.41096708
232,0.10286423,0.40957823,0.4875575
233,0.5600757,0.41497594,0.024948327
234,0.07614099,0.39490867,0.52895033
235,0.794504,0.17917885,0.026317239
236,0.24375483,0.4675703,0.2886748
237,0.0835684,0.674976,0.24145555
238,0.729811,0.21423797,0.05595105
239,0.26598686,0.5924737,0.14153945
240,0.23677117,0.42694783,0.33628094
241,0.12540187,0.7858842,0.08871394
242,0.1651561,0.7304727,0.10437125
243,0.8018933,0.164679,0.033427645
244,0.83867186,0.13976341,0.021564715
245,0.24223173,0.39413363,0.36363462
246,0.4898273,0.4403322,0.06984057
247,0.89705527,0.08331003,0.019634621
248,0.63746804,0.3187483,0.04378369
249,0.11653271,0.44685572,0.4366115
250,0.09198446,0.36293507,0.5450805
251,0.8021003,0.16669388,0.031205827
252,0.8553938,0.11911832,0.025487809
253,0.09356495,0.54775494,0.3586802
254,0.21938553,0.4642138,0.31640062
255,0.3354467,0.49488375,0.16966964
256,0.21733955,0.4120508,0.3706096
257,0.3474951,0.51122516,0.14127974
258,0.091643,0.2860294,0.62232757
259,0.11568225,0.6489002,0.23541749
260,0.046393543,0.83188546,0.121721
261,0.08981538,0.847552,0.06263257
262,0.6087802,0.36815852,0.023061367
263,0.8864353,0.091980465,0.021584274
264,0.23723927,0.7288184,0.033942368
265,0.11488536,0.34951848,0.5355962
266,0.70475477,0.26367053,0.03157463
267,0.121931344,0.5564906,0.32157812
268,0.3962501,0.5023744,0.10137548
269,0.85395646,0.12517887,0.020864768
270,0.7889205,0.17032124,0.040758204
271,0.11040279,0.3475944,0.5420028
272,0.12287941,0.55452883,0.32259175
273,0.06874731,0.41343644,0.5178162
274,0.87761223,0.10106612,0.021321692
275,0.14302735,0.42905268,0.42792004
276,0.3782726,0.59346765,0.028259803
277,0.63238007,0.33219007,0.03542987
278,0.1906,0.4602945,0.34910542
279,0.8494947,0.12964801,0.020857258
280,0.88519996,0.09581721,0.018982798
281,0.7763063,0.16206542,0.061628338
282,0.17610247,0.7857395,0.03815804
283,0.7989448,0.17079915,0.030256117
284,0.77471924,0.18290493,0.042375885
285,0.6782895,0.27594638,0.045764163
286,0.48820972,0.40886113,0.10292916
287,0.1353688,0.43761656,0.42701462
288,0.20504637,0.53556305,0.2593905
289,0.05807805,0.4061322,0.5357898
290,0.55980045,0.30457905,0.13562053
291,0.20565185,0.35176837,0.44257975
292,0.300556,0.49304143,0.20640258
293,0.4010049,0.5118552,0.08713982
294,0.8255966,0.15451628,0.019887066
295,0.20797715,0.52661705,0.2654058
296,0.7167075,0.21411766,0.06917478
297,0.85672534,0.11884773,0.024426976
298,0.868224,0.11005351,0.021722415
299,0.29685703,0.66823715,0.034905814
300,0.10742553,0.52742773,0.3651467
301,0.63451093,0.28689048,0.07859855
302,0.6703858,0.2593349,0.0702794
303,0.3281991,0.35995284,0.3118481
304,0.100579455,0.36654645,0.5328741
305,0.69573903,0.28350738,0.020753609
306,0.85969657,0.12023203,0.020071384
307,0.6257189,0.3460078,0.028273396
308,0.4907642,0.36650735,0.14272845
309,0.26465282,0.6595716,0.075775534
310,0.12816596,0.7668278,0.10500618
311,0.80612093,0.16824171,0.025637362
312,0.8319568,0.1492071,0.018836135
313,0.24432273,0.6377014,0.11797583
314,0.1394313,0.36057246,0.4999962
315,0.17398746,0.20682451,0.619188
316,0.88228184,0.089405164,0.028313017
317,0.8997449,0.08290257,0.017352523
318,0.10857904,0.37193435,0.5194866
319,0.49669698,0.29780018,0.20550281
320,0.86096275,0.11625951,0.022777768
321,0.4250892,0.5419467,0.032964088
322,0.8637402,0.11565753,0.020602195
323,0.79745364,0.17438376,0.02816258
324,0.551485,0.4020216,0.046493422
325,0.06163064,0.25801834,0.680351
326,0.7415359,0.22674747,0.031716593
327,0.59035224,0.38412544,0.025522279
328,0.08513309,0.84205765,0.0728092
329,0.8816969,0.09649966,0.021803338
330,0.78351223,0.18770143,0.028786305
331,0.11726335,0.81504846,0.06768827
332,0.3817475,0.4196492,0.19860335
333,0.84786993,0.12848486,0.02364521
334,0.12206395,0.364937,0.512999
335,0.72246456,0.21534759,0.06218793
336,0.29489234,0.6711106,0.033997063
337,0.5949874,0.3561078,0.048904814
338,0.835557,0.13617185,0.028271068
339,0.22771133,0.4483649,0.3239237
340,0.63751954,0.29195872,0.070521735
341,0.24611333,0.5356435,0.21824312
342,0.7599034,0.20368731,0.036409345
343,0.23923416,0.7018292,0.05893663
344,0.66496974,0.2704031,0.06462716
345,0.43250743,0.42619148,0.14130113
346,0.7531253,0.21918784,0.027686836
347,0.47825915,0.29444206,0.22729881
348,0.84323686,0.13390954,0.022853572
349,0.38455757,0.48595157,0.12949076
350,0.84348524,0.123636566,0.03287822
351,0.58252776,0.28669918,0.13077311
352,0.8374037,0.1383821,0.024214158
353,0.17347802,0.3401864,0.48633552
354,0.79025453,0.18139608,0.028349407
355,0.86471283,0.11461534,0.020671854
356,0.38971585,0.39863056,0.21165355
357,0.20966616,0.62033343,0.1700004
358,0.8726966,0.105395325,0.021908121
359,0.55914336,0.26532885,0.1755278
360,0.07468684,0.84907717,0.076236024
361,0.77144647,0.18612438,0.04242913
362,0.8753932,0.10615948,0.018447267
363,0.83691263,0.124075465,0.039011866
364,0.14293781,0.44584215,0.41122007
365,0.12429171,0.4250582,0.4506501
366,0.1598564,0.6500676,0.19007596
367,0.29026377,0.6785616,0.031174637
368,0.14444317,0.49317014,0.3623867
369,0.4174228,0.5075537,0.07502354
370,0.8576509,0.11829811,0.0240509
371,0.28157333,0.68510705,0.033319723
372,0.13470902,0.6938961,0.1713949
373,0.86255705,0.11794758,0.019495372
374,0.12740478,0.40560362,0.4669915
375,0.5237529,0.44909167,0.027155377
376,0.0685605,0.25111008,0.68032944
377,0.058310457,0.8199983,0.12169122
378,0.13882953,0.5053037,0.35586682
379,0.52626777,0.4167898,0.0569424
380,0.83957076,0.13407037,0.026358936
381,0.8737943,0.106015205,0.020190459
382,0.90606433,0.07571925,0.018216472
383,0.881221,0.0985775,0.020201515
384,0.6727542,0.2640556,0.06319015
385,0.8439489,0.12476735,0.031283822
386,0.42618224,0.42399648,0.14982124
387,0.11901034,0.49330285,0.38768682
388,0.2487344,0.33805647,0.4132091
389,0.1715856,0.469752,0.35866237
390,0.8598805,0.117049314,0.023070252
391,0.899499,0.08211096,0.01839007
392,0.5637208,0.3081461,0.12813306
393,0.09166972,0.23164071,0.67668957
394,0.18508205,0.6818253,0.13309264
395,0.07056899,0.61358374,0.31584725
396,0.047711454,0.21282318,0.7394654
397,0.33518416,0.6377575,0.027058365
398,0.2331798,0.34429953,0.42252067
399,0.18542571,0.76197565,0.05259866
400,0.87584126,0.107053004,0.017105704
401,0.1286301,0.3213134,0.5500564
402,0.21407565,0.270055,0.5158694
403,0.1830833,0.76365906,0.05325762
404,0.07454848,0.4117669,0.51368463
405,0.7211078,0.20884894,0.070043296
406,0.1003662,0.25107142,0.6485624
407,0.05065883,0.16655792,0.7827833
408,0.8723656,0.09998669,0.02764777
409,0.1868024,0.66786534,0.14533223
410,0.2513144,0.69614905,0.052536488
411,0.90382075,0.08006799,0.016111255
412,0.2467267,0.41424766,0.33902568
413,0.08478079,0.8144886,0.10073065
414,0.8802991,0.10150486,0.018196063
415,0.35746813,0.44351962,0.19901223
416,0.4936785,0.38635406,0.11996739
417,0.2241128,0.63961464,0.13627258
418,0.083424784,0.6224109,0.29416433
419,0.8611143,0.11915238,0.019733254
420,0.56612605,0.40051198,0.033362042
421,0.1086788,0.8555007,0.035820458
422,0.10736273,0.53624904,0.3563882
423,0.7840245,0.19329958,0.022675944
424,0.117409505,0.43209344,0.45049703
425,0.2107046,0.6125727,0.17672268
426,0.7833051,0.18331572,0.033379186
427,0.178527,0.5976365,0.2238365
428,0.07126365,0.26055676,0.6681796
429,0.74487543,0.23795062,0.01717399
430,0.49387842,0.36981583,0.13630576
431,0.13661984,0.38852328,0.47485682
432,0.4142739,0.52077323,0.064952925
433,0.35081077,0.60683477,0.04235448
434,0.08832766,0.36500996,0.5466624
435,0.09738772,0.30455554,0.59805673
436,0.16259643,0.49070942,0.3466941
437,0.63643986,0.33012563,0.033434425
438,0.20373988,0.63142914,0.16483097
439,0.34058395,0.31794953,0.34146655
440,0.5593081,0.34995076,0.09074108
441,0.76608104,0.20238803,0.031530973
442,0.33957002,0.6215571,0.03887291
443,0.09909362,0.3107644,0.590142
444,0.8030162,0.1674839,0.02949994
445,0.39326662,0.28200528,0.32472813
446,0.5547932,0.3364112,0.108795516
447,0.80660874,0.15359446,0.03979679
448,0.8765206,0.10036913,0.02311027
449,0.20999746,0.71758014,0.07242243
450,0.16655321,0.42108205,0.4123648
451,0.14877379,0.49794254,0.35328367
452,0.045757815,0.2807116,0.6735306
453,0.88408756,0.09584917,0.020063277
454,0.6357279,0.34546244,0.01880965
455,0.13081135,0.40856257,0.46062607
456,0.77298117,0.19965519,0.027363682
457,0.16456468,0.4248268,0.4106085
458,0.7561088,0.20238487,0.041506246
459,0.14420585,0.56301194,0.29278222
460,0.10084746,0.37608108,0.52307147
461,0.13367613,0.28985757,0.57646626
462,0.47278926,0.38386095,0.14334983
463,0.08680852,0.3830093,0.5301822
464,0.7153883,0.2455747,0.039036993
465,0.4000686,0.46064913,0.13928226
466,0.11321177,0.41250685,0.47428143
467,0.41082942,0.5561649,0.033005655
468,0.66347075,0.30068666,0.035842534
469,0.1029916,0.32963124,0.56737715
470,0.3789671,0.5068915,0.11414144
471,0.83245313,0.13905089,0.028495945
472,0.059426896,0.45624566,0.48432747
473,0.25617525,0.51121795,0.23260678
474,0.8074755,0.15141988,0.041104663
475,0.4873439,0.37537542,0.13728064
476,0.835751,0.1403729,0.02387619
477,0.7738318,0.19891317,0.027255086
478,0.17121437,0.63191694,0.1968687
479,0.10615765,0.5389321,0.3549102
480,0.717813,0.2201333,0.06205362
481,0.85719657,0.121746674,0.021056714
482,0.78687096,0.1798505,0.033278566
483,0.14661825,0.6441026,0.20927924
484,0.20584382,0.6565842,0.13757193
485,0.90011084,0.0815872,0.018302027
486,0.7973211,0.17280437,0.029874556
487,0.71075684,0.2101125,0.07913066
488,0.8136743,0.14927256,0.037053134
489,0.48306736,0.404633,0.11229957
490,0.8285357,0.14207749,0.029386837
491,0.5648424,0.35125926,0.08389832
492,0.83620536,0.1416195,0.022175182
493,0.17098874,0.7050381,0.12397314
494,0.13295765,0.29237926,0.5746631
495,0.36597764,0.43092126,0.20310105
496,0.5865587,0.3895051,0.02393618
497,0.2347156,0.72823715,0.03704733
498,0.20495778,0.42641473,0.36862743
499,0.08478959,0.36543038,0.5497801
500,0.11060451,0.4937533,0.3956422
501,0.88303244,0.095860854,0.021106748
502,0.06811569,0.31641826,0.615466
503,0.3660523,0.5370393,0.09690844
504,0.6703998,0.29248953,0.037110694
505,0.28857034,0.58053625,0.13089341
506,0.21478131,0.7534875,0.03173121
507,0.045077488,0.24555676,0.7093658
508,0.053419705,0.58171636,0.3648639
509,0.8247959,0.15716162,0.018042501
510,0.7189601,0.262053,0.018986883
511,0.51953447,0.4113158,0.06914968
512,0.14126433,0.4379061,0.42082962
513,0.61285913,0.2907852,0.0963557
514,0.31634185,0.3112352,0.372423
515,0.692514,0.2673173,0.0401687
516,0.18823044,0.59200776,0.21976185
517,0.89388144,0.09010222,0.016016379
518,0.11760806,0.7462334,0.13615848
519,0.796065,0.18591334,0.018021634
520,0.7512578,0.22405228,0.024689931
521,0.6283923,0.31981167,0.05179602
522,0.25600076,0.71106434,0.03293493
523,0.7580192,0.19962028,0.04236052
524,0.41688144,0.534619,0.04849958
525,0.8599041,0.114630915,0.025465012
526,0.4593803,0.4898737,0.05074602
527,0.43681243,0.50661397,0.056573655
528,0.10723065,0.34652537,0.5462439
529,0.8716977,0.10724376,0.021058513
530,0.15610728,0.3292218,0.5146709
531,0.83177555,0.12796563,0.040258802
532,0.4550858,0.33427244,0.2106417
533,0.43566817,0.4688194,0.09551235
534,0.8327542,0.1371857,0.030060098
535,0.42318574,0.50369537,0.073118955
536,0.3492316,0.5341248,0.11664353
537,0.32220206,0.6322004,0.045597505
538,0.16879198,0.7351489,0.09605907
539,0.17758788,0.41984585,0.40256628
540,0.86885667,0.10946477,0.021678546
541,0.8466492,0.12920232,0.024148406
542,0.12604451,0.40433303,0.46962246
543,0.47776905,0.39897826,0.1232526
544,0.3452259,0.46566957,0.18910451
545,0.32801595,0.5570932,0.11489092
546,0.22784238,0.44903356,0.3231241
547,0.19055316,0.736673,0.07277385
548,0.1396518,0.68964714,0.17070106
549,0.4610209,0.40657791,0.13240117
550,0.16342866,0.7153362,0.121235155
551,0.3577297,0.21543434,0.42683592
552,0.06794616,0.3676487,0.5644052
553,0.18122476,0.74530506,0.07347024
554,0.6998252,0.24775574,0.05241901
555,0.30323976,0.43139532,0.26536494
556,0.09278593,0.34121624,0.56599784
557,0.17012405,0.5953567,0.23451926
558,0.11254839,0.32421827,0.5632334
559,0.14134851,0.48567215,0.3729794
560,0.34614107,0.38802078,0.26583815
561,0.46378264,0.38523406,0.1509833
562,0.73044693,0.23199148,0.037561584
563,0.46168223,0.32591307,0.21240476
564,0.22154513,0.7484259,0.030028984
565,0.84579456,0.124969654,0.029235726
566,0.10464294,0.48848805,0.406869
567,0.73432195,0.23365062,0.03202748
568,0.21709974,0.33332333,0.44957697
569,0.3459702,0.55106276,0.10296705
570,0.70442665,0.23895694,0.05661631
571,0.60263383,0.36360335,0.0337628
572,0.44898695,0.4164427,0.13457042
573,0.12083664,0.3906305,0.48853278
574,0.2160434,0.7397504,0.044206258
575,0.81886077,0.14947392,0.03166533
576,0.7822824,0.17843881,0.039278798
577,0.90647423,0.07864664,0.014879118
578,0.4266688,0.33824095,0.23509029
579,0.28222087,0.43589538,0.2818837
580,0.16670059,0.46844575,0.36485362
581,0.25730327,0.7002487,0.042448036
582,0.15080665,0.31031504,0.5388783
583,0.19724981,0.685358,0.11739213
584,0.18905605,0.49526906,0.31567493
585,0.17050147,0.4495521,0.37994644
586,0.15472677,0.6618117,0.18346153
587,0.78641015,0.1832065,0.030383315
588,0.80656844,0.15400374,0.03942783
589,0.8865921,0.09635281,0.017055137
590,0.45650306,0.4642506,0.07924638
591,0.632139,0.27605227,0.09180871
592,0.06224003,0.595577,0.34218296
593,0.85008544,0.1237282,0.026186345
594,0.54575515,0.36737937,0.08686544
595,0.0944514,0.257163,0.6483856
596,0.04690696,0.37241027,0.5806828
597,0.8164712,0.15519364,0.028335173
598,0.71346724,0.24519,0.04134284
599,0.104645334,0.6980167,0.19733796
600,0.117478564,0.3758179,0.5067035
601,0.118471175,0.3985632,0.48296565
602,0.64113396,0.3017257,0.05714039
603,0.88215995,0.10082339,0.0170166
604,0.79243535,0.179631,0.027933685
605,0.37953815,0.40953133,0.21093053
606,0.4879372,0.4825384,0.029524328
607,0.47576442,0.38974962,0.13448596
608,0.7108117,0.2605858,0.028602498
609,0.489957,0.36029866,0.14974432
610,0.74248844,0.22245021,0.03506135
611,0.5684227,0.38458502,0.04699232
612,0.51533794,0.4601383,0.024523763
613,0.83907217,0.13967785,0.021249926
614,0.11091718,0.46282858,0.42625418
615,0.5395836,0.36596546,0.09445089
616,0.16681881,0.70265377,0.13052739
617,0.88724005,0.093473025,0.019286925
618,0.87123555,0.104948394,0.023815976
619,0.8348911,0.14194801,0.023160905
620,0.90888137,0.07524992,0.015868701
621,0.18266232,0.4570486,0.36028907
622,0.22252157,0.35001746,0.42746103
623,0.11534363,0.3632153,0.52144104
624,0.088145114,0.32038274,0.5914722
625,0.3626743,0.60920703,0.028118625
626,0.21392503,0.4260849,0.35999
627,0.65664995,0.28050804,0.062842
628,0.29597703,0.31270278,0.3913202
629,0.25096068,0.37291756,0.3761218
630,0.5698884,0.40391418,0.026197433
631,0.8975182,0.08440468,0.01807712
632,0.35171264,0.59420395,0.05408341
633,0.74777347,0.21733889,0.034887694
634,0.30164608,0.34651572,0.35183823
635,0.107757196,0.2516006,0.6406422
636,0.32687742,0.41144168,0.26168084
637,0.4760912,0.38753346,0.13637537
638,0.8539075,0.12586093,0.0202316
639,0.08879142,0.2534709,0.65773773
640,0.8578,0.12274678,0.019453198
641,0.23534656,0.7259091,0.03874431
642,0.78954273,0.17864327,0.03181399
643,0.64356023,0.2819348,0.074505
644,0.3370451,0.59053636,0.07241852
645,0.6232634,0.33928883,0.037447695
646,0.6356878,0.29775327,0.066558845
647,0.7510458,0.22071424,0.028239915
648,0.14455782,0.6158471,0.2395951
649,0.59531105,0.33005407,0.07463495
650,0.3987398,0.43778944,0.16347075
651,0.13177864,0.3875591,0.48066226
652,0.46240175,0.49785253,0.039745748
653,0.74952483,0.2133071,0.037168022
654,0.12188117,0.38947463,0.48864415
655,0.71925956,0.20015754,0.0805829
656,0.07174374,0.27270216,0.6555541
657,0.07044821,0.36692035,0.5626314
658,0.23061769,0.6739619,0.09542035
659,0.8868563,0.09172822,0.021415444
660,0.59989655,0.365342,0.034761406
661,0.11418412,0.43004087,0.45577505
662,0.82788086,0.14569719,0.026421927
663,0.45793176,0.385685,0.15638329
664,0.10921055,0.44401526,0.44677413
665,0.787664,0.17765638,0.034679648
666,0.26805905,0.68163013,0.050310824
667,0.13792278,0.58229464,0.27978256
668,0.051878534,0.2556225,0.6924989
669,0.27737805,0.6893993,0.033222646
670,0.3298651,0.58034796,0.08978701
671,0.08206071,0.6857135,0.23222573
672,0.73279065,0.23738861,0.029820684
673,0.0669884,0.39028218,0.5427295
674,0.15849371,0.7193607,0.12214549
675,0.87378687,0.10623965,0.01997348
676,0.8265351,0.13865498,0.034809876
677,0.10550593,0.8019395,0.09255459
678,0.47531584,0.47325844,0.051425736
679,0.87342995,0.104875855,0.021694178
680,0.7979723,0.17382823,0.028199488
681,0.08788395,0.37515035,0.53696567
682,0.7911152,0.17729622,0.03158854
683,0.10255123,0.5806086,0.31684014
684,0.4123291,0.5272319,0.060439054
685,0.77971643,0.19198574,0.028297763
686,0.3300389,0.4784755,0.19148554
687,0.19692011,0.70813364,0.09494613
688,0.089117564,0.25368655,0.65719587
689,0.15139057,0.45837986,0.39022955
690,0.22028653,0.3399651,0.4397484
691,0.44800648,0.28533652,0.26665697
692,0.21616936,0.4299516,0.353879
693,0.8168191,0.1508183,0.032362618
694,0.5439654,0.37131667,0.08471796
695,0.50816584,0.41716024,0.074673966
696,0.5592578,0.4042011,0.03654112
697,0.8630249,0.117087856,0.019887226
698,0.17099473,0.6470157,0.18198961
699,0.59537417,0.38139006,0.02323572
