modeling_row_id,semantic_group_id,text_group_id,priority,screen_outer_fold,screen_cv_fold
150,936ba6c6a3100a3768057ff14ddb088d88fdb106,a454cd33c77e7d8ece71cea31bc0d4193fc593bc,medium,1,1
151,dc13c12757f0266681896bdec90ee40675e0dfa0,856230165c0a665b8576209f768694e2ef452f30,low,0,0
160,6c57aa6b9112ce42034b1ac1d93478afa1a0884f,555ddae397115fb6cf36917afd1855f418061251,high,0,0
161,6f9c2e6fb0fb4e9424d6d1b9b34bbd33224e08bc,2cc709bab86a400dd2342796933b159d7f64d5a5,medium,0,0
162,fac2ea8403fea78b4e84eef6e972cc215a3b3790,56b7c2e916bbabfba44a39f8343c764a31437bf7,high,1,1
170,7333581428d97011aedc3ae7d05f828071f3d6a0,4552c4d36c1c46a888fc45140567be2723fcf9ac,medium,0,0
177,d5cd3ad6107f275ed5385191e3c20c01cc905273,76a698fa128be20aee8cb4998e783777e2b40836,low,0,0
180,e91a4a871ce62b37d84913683c998e46313b6bf3,27ccbda53cfa06bf290b16cb0483a46ef3bc950b,medium,0,0
190,e2bf97cfebb97f30e5d4de50d5afa45bf4c849b1,b1b119aced5082bb9ab1555138d60ec0925183e7,medium,0,0
191,10bbdda245e5cbafe9085b6801d1b2fbfabb81e8,ffcff4485e1418aa8a135cd781c76a517c3fa996,high,1,1
194,b5142b2f1fb4af7dfc4de16d12179ef81485386a,f5bed5275fa371f7d7a7d4c0a71713d7719d4893,medium,0,0
197,fea154c80a4802761f5436050d300a3e7016bfa9,74589d797eeda9a184cf00da4fd2acdd621a4818,high,0,0
203,63ded58eaf9a29cec1eb38102246781b3ea2cdb0,c69024c5485e8ebe822851a7a31fe49164a1a5bd,low,0,0
205,b006101b54858b33ef78c669558613395aff05bf,0ece5c5c963616c1ff4a029c7980d6ecd703f0dc,low,1,1
206,60b08b106d3ed9080245bea4dcbbc8d92f6e978a,8a4a1ec841cbd9b088369ae6efe9d026954acea7,high,1,1
209,0c508f56a05973553d1f42d1b2cdf6c3ed8b2350,ce35a2ab572faa78d43ac79ffecded75b759096e,high,1,1
214,8485687b546676edb9b926399ec90caf4c8cca82,807fcfd38508660a6f498d64a40f7581dae7a8cb,low,1,1
217,c8a8cece1819706259a54ed1b0b27d496ca63bdf,3d942cbfeb611a30b6d48aa1570c4b9a73fdd554,low,0,0
218,d5cd3ad6107f275ed5385191e3c20c01cc905273,a57b5a9cb3ac1f7f00256ce1118c673052ed8859,low,0,0
219,31a57ce6faa24606a8c221cfa1191729e0e36e22,0fa68f685fc70865d1d6aacca297ee710ddaed7e,high,1,1
220,d3ec2e8dc8b4cea2a1de0a3b3edd6427e461cac1,b10ddd7a5e541c15f43f8066d6368c98678e4616,medium,0,0
225,3c1641bb86a04fd35180cc61272c1456b998a2c5,c2d6c67d3de91408bf91715305e150a161c66969,high,1,1
228,376ac691447b719fb88874161cf8b013ed443398,eec83af5dec013084f4c408b52d2437e193a2ec3,high,0,0
229,5215d9a184d68d8e988e692eeff26927e6b5d0af,c6e07e3d43e15b0a280860b25170358cb15501b3,medium,1,1
230,84fffc9a5af5dc92b661b84e55109a56eb88c18d,536ec1c7f2172c1a03ca98d0d21aad3df5e8013b,medium,0,0
232,0fe9ac82d9eaf6dbdc3b9141a59016703d7b6fef,3c062eb12ad406f95667681eb04af41904f72eb0,medium,0,0
236,0f2a153fccab10446eaaad143d689532c73f8a89,4a1dddf980ceeed79b023be04808b6158f697ae3,medium,0,0
238,3699c58bcaa80e4740db4fdadc107b667c1b46b7,9e4f3aa09d1d6caea00ced2a5c45c5b63834ffae,medium,1,1
240,be85d1005c9a2315814a6f407d47188391b82d4d,a8e59c4b51863cd29e731876b2c73c3abef078d5,low,0,0
243,dc58edd44b2e771f11954bb44d4ba5c19fc3c2f1,f4a4e83b5228b60f289bf8bde58cf4c58c731753,high,0,0
244,781ad0ceff516f9e7f8e14e9e56adecb5fc3c11a,b1ddaeb66a8704d72475c4acc6e047fd290b5344,high,1,1
245,af8c13d8a13ff021a9ecc23fd916f19aade0f4fd,81f66cf324043b2a32a68ab4d312354377442c69,low,1,1
246,d52aef27b929e9d0c0c58afd6ded70d7b8007281,93058323a1d61a8da5844a5163773b447ced6039,medium,0,0
247,2c69347ead70d703fd8af3fd2a8129d0523a3c34,55370a79fb355582a80acefa27c0b5d79c3f5cf2,medium,1,1
248,6fadfccf653b9cf0f11a502c5fc8cc409207ba4e,fc46611ccab67cbf57a2e873d336868cd39ba3ed,high,0,0
251,d332a7bffc3bf7eb04f9c70fd9d1cd84ea3ce119,476908733f8fefa15104a58b43863d168070ab39,high,1,1
253,221f22e0dffeddaf3a97755f4ca66702f16f72ce,3c6648ff3b4778a1cdcc3294e7e2f696af7a1798,high,0,0
255,c2268e03a03f75088eb1878356a600368d12fa1e,8b9819adfab785f6453940fe75bb94c622b9727f,medium,0,0
256,49e2ed19c6d6b0ef778bd673caf1bf0fa00e2bab,b6e173f13cbb1e5f7ff07d92a63022c87b7db50a,high,1,1
258,255e955f0970ce105b7bfc7ca2c34c762c561d26,d20caa7cae2745c46cda147dec66d8e66454a228,medium,0,0
264,d223d6e2c5e7b1a30370c28b93f67120c8f8da30,c8bf60b6c15b3f275b98281e95ca4a8be0afece2,high,0,0
270,65e4b974cfe158f4e82d2cae178351b2417776d4,c0e69beb8e03cf288b78890626896f1d9763a0e3,high,1,1
272,ff305d70f99b87709d3c4d9494f1853c8ffe0dfa,41c54a5b9c9304fda55b0c324202aec38756d2b1,medium,1,1
273,2e8d65764b909279c5b4f6b8175b66ac903e6c4a,d44024a346ebd0988b068a5eb5130189aa2cbbac,high,0,0
277,ccef3195bdfcd67193ae2f5cc78e6dca1b977633,a464eb41fb24a476a86418844e503efc8198e203,medium,1,1
278,aed726468f5b09e58f49a3594d68dcd76f374d43,08ffa0131aab061c0789a4ce6f6b9668f8f31f52,high,0,0
281,93c11e51d51a5fd7bd56e16b3e867ae78d1e2111,7227943e098273dbfdc7fe17ef12267c6a4bdbbd,medium,0,0
285,1e55515fddd0f6b5b8319fd33de87bc57189373d,9e1e40966a9c9a20677d780e492a6e627357cae2,medium,0,0
287,e2d023689489f3d1c1c5f34b7c8d217fd1f4c8d6,659b0668439f4beeb3c75086c6da8ed20f0f367e,medium,0,0
296,d42120b9cdbe27c90c8b1a8c7964913c176153ad,d5fa5672880247c21fe48c4b01ada371550d7e65,high,0,0
300,221f22e0dffeddaf3a97755f4ca66702f16f72ce,3000028398bdc41bafd40566fa7657a1f0c5e93b,high,0,0
305,7b7ee283fa5e1bf175c7feaee27ebaaaee925bdc,66c2d7565fec5e0634c883d1deb4c566cb1809df,high,0,0
306,eba71e141a7b6eaf39f9ad9ffc8c1026810bbee5,1cd5ffd7fcb3475205c7131566afc5a977426145,high,0,0
307,fd1121352d38868ad52a7e0ac5173057466e580d,cda0836c11e9b99e5f401ccfeab714dea650f969,high,0,0
309,ba379e1939efd650ce85d62d6e71b1d1e6331a22,5af60fef7f1d09e1768d131fd48f1a5f052f6862,low,1,1
310,29388e84e798a999d27e21ed011942ee9ca9046a,b5543118f70cccb65c50bc8f1ddd3d411baeea0d,medium,0,0
313,cb160946aa47e26179358ae92b670b31c1d57940,f39ec46fb2e404e26994f71730691ace9c6e5216,medium,0,0
314,c1c417dfefa03e37ad21b4c3c0d2156d2cfe6bd4,fc12f02a3e533d905e07ea05d650ba329e2d1b38,medium,0,0
319,f87a0f4ebc40717ff2e087ba564507b5eb01e691,0ce5a3408928b129d219e55741d5e4b1037fdd58,medium,0,0
320,8b2e02341cc920dbfacd95489c800dc76fb70eea,663469c3056b455e394c97d9621c0790e3d1b099,high,1,1
322,2e03925bac3d9f5e36918f086d6f29dde7fa136e,e40933fdc41517d79fcceabf4555cbb15ae29df5,high,1,1
324,0de043749f9d6147ee82a06a368cfdac2195b58a,e07893f9bf06c95bdf8a81f1a8c1ae56de082007,high,0,0
325,b11bcfe6a3f28bd64318ffdcf2922a09c9e57a66,cddf5e962e9e08a9248ce2c7a8652a5e15cffcb4,high,1,1
326,555f4e0949a35258f75717beb2c4e11bbb39c92d,cf862c0b638d2fa73c407b2c4989dc3b805722b8,high,0,0
329,ff0136ca5f8a691331fd9db742b489544d14ed31,75dabb158025fa705f57b6991c00c3f11de41913,high,1,1
333,aab422ec096fb8d4d4dd8c7c15f8f8c6620ae7ad,eaed1f283446ae5671d59e677dcde8ee48cad0ec,high,1,1
334,0c2079bf65ab9f400fcfd1ce48c76111ea2cde06,15b796433505b52bb48d7f826564961000654f5f,high,0,0
337,9311ff04293116d45ac42065f6b979f92c49b028,cc55fc0635eff3d1fb1a943751157a754cc84aaa,medium,0,0
338,a8adf0fddc549d758fda5909bc7618b4f81e66bb,fb56a11f5a509843f6813a7bfeea8a9d3265915f,medium,1,1
340,2b18c9a9961d35bd27abdec04d70a233d5460972,b695f8387d51a489fd54cd1586f5adec3bd4e953,high,0,0
356,dbb097737dd70984d029415386d0eac8b1fdba61,87f2bbd97ead552a6890b02d69bcec6070b1dd88,medium,0,0
359,ec5dc0af1f2714c3c0b3e6d5a0b045d61f7b552a,31fc326ef9bd2e53e0bfbaf53f788d74b229d23e,low,1,1
371,aa83551e7a7b370a88375eb42ef543180b6e597b,4d92e0d43bd2c32ac9e226146e648a02c18797a9,medium,0,0
372,c9e39731d5ed4bbfbaf0e1b470538f92ba0b2c72,afdcaa4fac4f924ac3ba8d89aeab8101e80d48f1,high,1,1
374,98d7ab258aae6d9ef64703250bc8c29d5039b932,4edc87754b3fa3b7d5252f621946a8c2e9bc4ba3,low,1,1
375,1617cb2d34a46a218c7c71de04c1274e6d153120,1d0e94bf7127616a9d1dae32316349daa8a194de,medium,0,0
379,6c57aa6b9112ce42034b1ac1d93478afa1a0884f,867986fa8700167cf7e255e0267ab41e07171553,high,0,0
387,697b3c386c33374ce20261cfe6919d0bfe551893,377ceda2d6e2f5b1f936ee7f2dbfdda6a9e44b56,medium,1,1
392,7bddfeb4f9ffccfb6cb47bbc400241d3c5daf249,d6b5f4a25b5abc7a468c4f9c86014a40d6a05908,high,1,1
393,12a7183c9bc96743b3e4d42f4d0c2be178bf29f2,75a3bd0633fed57351d33f811573e0cca7ca0ce9,high,1,1
400,d82b6519c89180f3b1772c7a69d0ab136ce0df9b,4eea4cd65c359ff163600efc974655581bd473b1,medium,1,1
401,6a9d4c45a1dd43ff52b22fa605087d2a1f500919,f7955e54d486df222c868d67a46d407318f890ae,high,0,0
406,3a9b3695a0272189defc1bf2ed0276360ed4fdba,c73ca296e4dc82d085f90a4e1df421efec808653,medium,0,0
407,5c7e3091d9c1d4a3ae38d4a3863416f36f8bf389,53fcfc855d1d9177cd7a054d32e04fffdb577f18,medium,1,1
410,fbbf9b2de391546f2d67a9e66971669ae1a7b42d,9898ec783a266a6380496e3590bd0d9cde0e3c95,low,1,1
412,70e8c0c2b32b9fd6fba2cfc9a34c804d81eca30b,044d4a526c749905ec25dc80d447ab10221eb7a9,low,0,0
417,d52aef27b929e9d0c0c58afd6ded70d7b8007281,5e3a230c6a1e4fc23f1463468445c12569209fcb,medium,0,0
418,e39dac5cf2b023960f1e587a544b273dc13ee3ad,b8ee884cb9fa117d43e62e394e96abef4c26214e,high,0,0
422,d469da088168c6726e93500b56e21217b647e7b6,53525976db5c86d35f643a502264baac0d82efeb,medium,1,1
430,e41e32f5bacc4a3dbc47f6ef1ad2b182390863b8,ad7aadfd8cc70c601466e237707bddb516d222bb,low,0,0
431,16d5129eba91cd157e8c2610ea23e7bca7604966,f7c37ce23e78c8507a7c836793a8ee63da92a929,high,0,0
434,fae2d6c585e84b2f43e58629645f4a71e823e660,31c76d111e0d9583b98f3e9544ba08ab1166703e,medium,1,1
438,70e8c0c2b32b9fd6fba2cfc9a34c804d81eca30b,b1c27d8ebd0fe22613752585e36be4c5976fd6f9,low,0,0
445,ea7d13739ad6f6721153e200434a19c1421d5c39,b5c5d8cbc5b99a6e750ef5817e449e73ed68fd26,medium,1,1
454,164c32a8daa0a037cccd97849e620aeb22ee4e1b,f5373680d6bdbd9635bf7bbe2ab038ca5bf97cd0,medium,0,0
458,bfa62d8e5513c5ee310707031fc000e0928b2244,025f3923caeb2587382e5dc0e6f21c085b7ea34a,high,0,0
460,fb4551a1c0bcee5b29c88a6ea0e03e76821515d8,2b30ef6a7e9a4ca2fd33fa1511282d7cd555e0f8,low,0,0
463,978132eb556187399ec722232fe01e4217ad2af3,a0eee1dfba21b437c6955e26bcdfc73ff06682d1,medium,1,1
468,b6ad610c52a74709660e95a91f32926e36413dcc,b3383a5fe6aae5f4a617e6a964b2d0b2c456a75f,medium,1,1
471,d3920efc1b7d11f8250f1eb9d38ac8bc0aa0b630,807fd224e019f02e4accb0e385759aea101a021a,high,1,1
479,e9b4dc47fa451ae80f99013b4321d5b8953b5e2f,8a24278fe66d90f9f48710991956ea09bd8b7207,high,1,1
489,fb6cdbd0a13313649e586d40b6fc95209b6cedc9,c976cc6b8504a4cdb42038f614108225941714f2,medium,1,1
493,a4c8baed22e84b76bb7c5eb1071bffc36190fdd2,05cb81cca77a75e0f00c7d8d927f1d0f220b0d80,low,0,0
496,b6fe41347f9b5e784b05ac18eb367ba58296e874,2777be11d3ac73186fbadff8170a208ea23e6086,high,0,0
498,00f226971afd327915d16a4ff45138d9d145a96d,34518d45b4338610003b37ee0a13a43e431a2f7b,medium,0,0
503,2aae8c8eda0f9f86769c080bf941345aba8f6341,79c157d6e6f448c60209c25acbd66a5624e302bd,low,0,0
504,389f5858b66b2c845ff4fd1758f30d9c58a01cbd,e39ebad2b2d9644438f273b9e0be5ec4699435b4,high,0,0
506,3526d3936ae4165ea7006f0de3eb13e43d65f1e6,f5b06e641c5dd1fd97a612df7a0f8b029b5d1357,high,0,0
507,ba72b6646636bcefef95ac9f79f40bed174971a0,9b77fe442a3facc2a481edd9d8de21afd5cf046a,medium,0,0
514,edf2f63e37e00a24266e95e607fe2096e34d9416,0568410b81385aa69da000269122ea0f51f13900,medium,0,0
519,44543f2a03dbf7039cd93d87b638d67461b43680,bb9e7de7d93d10df9dd1ccb0e765cd95afd77f87,medium,1,1
526,39bf190dac1c34b2522673e0d1490e94838224e3,1f96890453273f4ce98360527564c6bbff2027ee,medium,1,1
532,7796dce2768fd1f63fbbb8987f60996160c2c11d,0151d83d27609c4c0fdc326b40598df03b34522c,medium,1,1
538,a52ce8e5a03429f8224da1c21d17ca86d41582c2,cfaaf07a28413209f0f40bda0454817f67757638,high,0,0
540,2040291c68123db049e525c099623c43a960ded4,cd7be6adfa19fb6bc73065654b794ce395f06774,high,0,0
543,6ac3f7fd6b0c6ea6618d214e30290428a7ce9112,7c8ec208c3d55ad908bb843b94fd1962744b1050,medium,1,1
544,3b415e1d926f447942bc13a8822f4433ca595971,7e2b44a1d73d50bca0edb879b412f3b249d5e5ad,high,1,1
546,0f2a153fccab10446eaaad143d689532c73f8a89,bc4f3930b5a6eba93f5177dbe4ecf1cd729df79e,medium,0,0
553,ea0c7f28516ac6fbebe2161eb046560fdd35ff1f,ec0ca6d7fd35db84fca3748edd90cea461740fee,low,0,0
554,93711ae04ee5c7436eb6d5a5f96bfa223d557cc9,f52b0738961c9c50025c397a242d04661d874eb7,low,1,1
555,0daded739c5dcdaff48b25039f90854a0b7d5cba,18f951ca2a2d95bac40193ac0d481c520b579ef9,medium,1,1
556,f6c4072db3d9fc149ff4b5066ee5078e7848b184,aca2628af9643d711abc34530223a3888c7f9dbd,high,0,0
559,0ddfd14cc8ac26db648a59f6a78c45baf484018a,c2be9967e959b0b1e8a6ad7a274f6d290ebd45c2,high,0,0
566,e9b4dc47fa451ae80f99013b4321d5b8953b5e2f,f8633372eb6985d3103e117abbdb6900ea04eee7,high,1,1
569,73af4854074111e21ef16bbcaecee044086bddf0,71057fd825b8e4aea192b43ac2668693f4429cac,low,1,1
570,7a108d07356b801dac3839bc06f54e41282d50e2,35fa18085e2207dc51346b786446171f7ce81f01,high,0,0
571,fd1121352d38868ad52a7e0ac5173057466e580d,556b5a1ea8d8749a7e946b8cb1060441ad55d418,high,0,0
572,fb6cdbd0a13313649e586d40b6fc95209b6cedc9,ab45067569933f214b3459c6c86a6308a8bb2f0a,medium,1,1
573,0c2079bf65ab9f400fcfd1ce48c76111ea2cde06,7a5c50c30094be892e5cff6936606553e4df05e0,high,0,0
576,d3920efc1b7d11f8250f1eb9d38ac8bc0aa0b630,771e286ace8e00438d9ea5fd6f491dca44b07fca,high,1,1
581,4d26506e087a3ca1595ce21ca971b6e8af5d4423,4051baec41b47eb5dcb0c36477333e0eba68f0cb,high,0,0
584,c653b2bf8a1b341663b70601c5b2e9870fc272fc,c1e618f244bd062eb86c5dd5c03fa8da6d306457,low,0,0
586,c9e39731d5ed4bbfbaf0e1b470538f92ba0b2c72,8c04a16faa9a57885e0973e432dd9aa249d84385,high,1,1
588,04aae8bac49c2a826eeae2e2e89f544d533776fb,6cf3635ac3f9ccdfcd6b63c9a41a6a8ee02b1424,high,0,0
597,ff0a3ca2ddd739ffae84e12aca8f315c5f00d729,17f2c208aa89a67e73149fc6fc3c2862dd0a3859,high,1,1
600,0fe9ac82d9eaf6dbdc3b9141a59016703d7b6fef,29421d4ecf64b791fa11f0277d06dc9066fe9154,medium,0,0
601,69176b50f1727d36b1acc881c56c5a3aed34f28a,cf78ca3b1cd68a1d37e1cb7ab90eede29bc3b275,low,1,1
605,7983f21038db209326c74dae4225a8bc919fbdd1,5a3a625cc4143b1df557dba18bae524de803c60d,medium,1,1
606,8e3391c9c66996154a0afa912c5a86851f2fba51,afde96febc079cab59dfad8342e02c533d0d0aa8,high,0,0
607,cb20ab2be674cc6af6769c59404eb40951a79fa6,081f2c9b6f843acef5837c5d29dbb746e78ce187,low,0,0
613,8151a19785844e20cfa9128b2845b477729cf6f4,4846f2fcba40b6e1de9cfd5033f7f272efc99cfd,high,1,1
618,541b4243b82eadd8ce667de7f5247925c770bfaa,944d28f8213db328547297781466edd14c96a7fc,high,1,1
622,1e73d61e49883787db4e315221def873d3e5e3ca,d5246bed8857f56795bf6875bcfd32f8f5a9c2e0,low,1,1
623,d28fda72b18e3eddd7b0cb28dee2ae3351d4c7c5,ace6e72804851536153425f9ca771da7cc573dcc,low,0,0
624,98d7ab258aae6d9ef64703250bc8c29d5039b932,921834ea67c3b71a85ebdf188ad2d9f67085e03e,low,1,1
628,61309273c1d5586331575113dffa997ce83bb602,92eb5f0158a383ec3737d247a8cdf2be1a9d8b3f,high,1,1
630,22a4ac4a8b7335cef1b597f6ca9fc2586a9c7023,6d467cab99488f23418f75fcb91c97a9eea0c10e,high,1,1
636,25125ee3daba7497795e4dc7775abcb8d18b86a0,887cc8388dd153d8026999dec8150cd85eff8af1,high,0,0
638,781ad0ceff516f9e7f8e14e9e56adecb5fc3c11a,dcb2bcb3b8402a390a4b28338a0bac6eefb2d728,high,1,1
640,86acb630eadcb73d1a3d5d42b313706cfc6aaa59,f349367df96cbee074c32ef7dd2ca97b6d9ecff6,high,0,0
642,e98e30f50dd69f976879dc3c2b250a42c6f88872,4c759d2cbf0a3443f1394e96808d274f0fae23f3,medium,0,0
647,dcb7de374f10ae1222168e060d2e66fea4695f99,606596e11349c501b23f9006485d6ac2dc4ecea7,high,1,1
649,54341c1e3d0f820b07386e50df73b4c7b5fef0ec,875cfd10c01242ac7cb4c3ad3704844f2552d3ce,medium,1,1
651,c5e9b367ba5064262f6b31012b7dbcdbfa2399c2,51e29061f73d3e226b96af439249eae361af41b5,high,0,0
657,345fcde15d209e82bde738ba7804c791d70bc41e,b24ac7397bdee889e838cd23a6d88a8df9effd62,high,1,1
658,f59c263307b89b3d49302e0f31b0a2eaf9ddde4e,e0501d28e7776c58edf2d4f95100248f54c41925,low,1,1
660,a846d39c7cc8bd6729db2200632203dc0e2a7da7,488565bebd7aa66dcf1f233771121a98755ecae6,medium,0,0
661,2e8d65764b909279c5b4f6b8175b66ac903e6c4a,44ba0c35860ba2eeb63f0a7a5c787a681dfb8587,high,0,0
662,e93859f327701d29ca480413517d094dd2b29368,caf1a5a6dd8a87f51da85d392bed33e4db1d2846,high,1,1
668,ceef0e11253e6cde9cebef24c234d988acdcd2b8,7e0ddee923f189aa6cf95ad53172829eece0c636,medium,1,1
677,54f0c4aa3b7b7bd29c389e59809a37dcfb75b6ed,94d6560928c08368246d870d2124b776a10cf72c,low,1,1
681,978132eb556187399ec722232fe01e4217ad2af3,b5ff1847282771a5474e09583f567376c45cee09,medium,1,1
682,702c3554b0a6150e364c79d8d251eb19d84bc658,6a7ca2f8684586e9e2445fe2eb59e71f0b27434a,medium,0,0
683,1cae8c483ac7925e2d36344a2b23890335490ddb,17c09fe2b744eeb3b8726ac9f4da0c33ab9d3120,medium,0,0
684,9b39e1d1b49c86a1424377ce4a2359abd6ddadc2,c6c6692a1e2d9b1222c2b0f020ef7c84bbf5460a,low,0,0
685,a003b244eda68c00f4aba94fb3d138cd7a7896ba,7a39c63dfd8b8bb1b73a8b9b84ecbcf3573c1c0a,high,0,0
691,fa0a1c7da93bf7919a250554c5beeda5c742a2f6,8eabfb0ce0629ad676bc26632a2e5fe73a8b7aa2,low,1,1
692,dbb097737dd70984d029415386d0eac8b1fdba61,69759775e41da1665fa58939766375b75f1544fa,medium,0,0
695,7ffb90397d8be607307fe29007df800c5fbc9dcb,d46b498817efb79d3669dc539d162b3a42f7d097,low,0,0
697,bfe5302a6bc9da30c1b1ef73c96b12c54192eb5d,28fb28b294282abc680ec2b1eccf23de348b945e,high,0,0
699,bd43e6a10d920216d907735b3b6c166206079f3e,3fb2749434013e073d34a5ba68234e1e13f45890,medium,1,1
703,f0a89165ca675dbb875ac9a33d37455a3abcc13a,0b37efeac2fa74f95a82da60546e6d7880e390a2,low,0,0
704,a5cc5bb43d3c12fc674fafd999870dfec081c0ad,c1bc240924698adba083492f19019727e6d97259,low,1,1
720,1d5e6768bf6617944a6bf20f4d8fcc2589d988f0,488cd58ac94264b54cc5b6d4762373fdb1b9cfa6,medium,0,0
726,9361b071fbaf025a0078b29a4422111758d2696e,946c3874c2ef1611e6b7dc5c35c109fffd8775e6,high,0,0
732,0c21a8a8cdf09b64bce54aa9c2dfc6b8c329348d,19bf3e0be20c71c1057b4fc1abcd90fcc77f6c30,high,0,0
733,d65bacc0790f47ea95a7fef05c8d1137ca48abc0,09f29b0416e28109213d279880bb7a7e54577a4a,medium,0,0
